Compound,Date,Negative,Neutral,News Outlet,Positive,Tweet Text,Tweets Count
0.0772,Fri Jul 13 20:33:43 +0000 2018,0.0,0.902,@FoxNews,0.098,RT @FoxBusiness: Dow clears 25K as the Nasdaq sits at a record high  https://t.co/d6ajEPlbYT,65
0.7269,Fri Jul 13 20:22:31 +0000 2018,0.0,0.681,@FoxNews,0.319,Custom Ford Mustang honoring America's WW II Eagle Squadrons to be auctioned for charity https://t.co/RJfWvmr8Di,66
0.0,Fri Jul 13 20:13:53 +0000 2018,0.0,1.0,@FoxNews,0.0,"RT @FoxBusiness: AT THE CLOSE: The Dow Jones Industrial Average closes above 25,000 for the first time since June 15. The Nasdaq closes at…",67
-0.4215,Fri Jul 13 19:55:17 +0000 2018,0.189,0.811,@FoxNews,0.0,Harvey Weinstein denies admitting he offered 'acting jobs in exchange for sex' https://t.co/kZ9oPpoyKF,68
0.0,Fri Jul 13 19:52:11 +0000 2018,0.0,1.0,@FoxNews,0.0,RT @FoxBusiness: Instagram users hit with temporary outage  https://t.co/szMOTJ3hxr,69
0.0,Fri Jul 13 19:42:59 +0000 2018,0.0,1.0,@FoxNews,0.0,WATCH: @POTUS arrives in Scotland with @FLOTUS. @ShepNewsTeam https://t.co/BynGFZhToI,70
0.128,Fri Jul 13 19:41:56 +0000 2018,0.0,0.914,@FoxNews,0.086,MONDAY: Chris Wallace will conduct an exclusive interview with Russian President Vladimir Putin following the summi… https://t.co/IuFOWNXzpF,71
0.25,Fri Jul 13 19:35:45 +0000 2018,0.135,0.677,@FoxNews,0.188,NY Gov. Andrew Cuomo Threatens to Sue If Supreme Court Overturns Roe v. Wade. https://t.co/Ogt3YV4w2y,72
0.0,Fri Jul 13 19:27:55 +0000 2018,0.0,1.0,@FoxNews,0.0,.@POTUS arrives in Scotland. https://t.co/ds7WFn57xn,73
-0.7845,Fri Jul 13 19:27:29 +0000 2018,0.277,0.723,@FoxNews,0.0,"Pentagon officials say Sgt. 1st Class Christopher A. Celiz, 32, of South Carolina was killed during combat in Afgha… https://t.co/2F4QeTv6PT",74
-0.8519,Fri Jul 13 19:27:07 +0000 2018,0.509,0.491,@FoxNews,0.0,"In London, pro-Trump counter-protesters hit with abuse, some violence. https://t.co/HIlyBjxSOB",75
0.0,Fri Jul 13 19:20:01 +0000 2018,0.0,1.0,@FoxNews,0.0,"12 Russian Intel officials indicted for allegedly hacking Clinton campaign, DNC emails: What to know. https://t.co/15GGOEAKxM",76
0.0,Fri Jul 13 19:15:09 +0000 2018,0.0,1.0,@FoxNews,0.0,"Louisiana inmate caught having sex with woman, 19, in courthouse stairwell, police say. https://t.co/Si9U9Cjo4Q",77
-0.2732,Fri Jul 13 19:06:11 +0000 2018,0.149,0.851,@FoxNews,0.0,"Officials say vaping co-pilot caused Air China flight to drop 21,000 feet. https://t.co/hJLeTKw2Al",78
0.0,Fri Jul 13 18:54:17 +0000 2018,0.0,1.0,@FoxNews,0.0,Atlanta airport reveals it spent nearly $4M on dog bathrooms https://t.co/YeNyUzJwXj,79
-0.25,Fri Jul 13 18:49:54 +0000 2018,0.133,0.867,@FoxNews,0.0,"Democrats urge Trump to cancel Putin summit, after indictment of Russian intel officers https://t.co/50aMJVBjI6",80
0.4939,Fri Jul 13 18:46:58 +0000 2018,0.0,0.873,@FoxNews,0.127,"Leon Aron on Trump, Putin meeting: ""I think what @POTUS wants to show most of all, is that he can succeed where… https://t.co/rr2bALkxZw",81
0.4767,Fri Jul 13 18:43:46 +0000 2018,0.0,0.871,@FoxNews,0.129,"Leon Aron: ""The key to [Putin keeping] popularity and legitimacy is to say, 'we are equal to America, we could stan… https://t.co/5jtBFGbvpa",82
0.0,Fri Jul 13 18:38:55 +0000 2018,0.0,1.0,@FoxNews,0.0,"Leon Aron on @POTUS, Putin meeting: ""Every time a Russian or Soviet leader meets one-on-one with an American presid… https://t.co/pjYNSMwE51",83
0.0,Fri Jul 13 18:36:05 +0000 2018,0.0,1.0,@FoxNews,0.0,Never-before-seen Winston Churchill WWII photos surface https://t.co/vzXB5T1AXE,84
-0.4939,Fri Jul 13 18:31:09 +0000 2018,0.281,0.618,@FoxNews,0.101,'They Attacked Our Democracy': Top Dems Call for Trump to Cancel Putin Meeting https://t.co/CtaG41Clh0,85
0.09,Fri Jul 13 18:28:57 +0000 2018,0.082,0.818,@FoxNews,0.1,".@ChrisStirewalt on alleged Russian hacking: ""Telling [Vladimir Putin] to stop might be useful, but what probably i… https://t.co/ymi5Ifh8VD",86
-0.6115,Fri Jul 13 18:22:00 +0000 2018,0.2,0.8,@FoxNews,0.0,".@POTUS: ""[Immigration is] changing the culture, I think it's a very negative thing for Europe... I know it's polit… https://t.co/9nlot3EnyK",87
0.0,Fri Jul 13 18:20:58 +0000 2018,0.0,1.0,@FoxNews,0.0,President @realDonaldTrump has wrapped up his trip to England and is on his way to Scotland; @johnrobertsFox report… https://t.co/NmZV41GiDE,88
0.0,Fri Jul 13 18:14:09 +0000 2018,0.0,1.0,@FoxNews,0.0,".@shelbyholliday on 12 Russian officers indicted in Mueller probe: ""It not only makes the Mueller probe more credib… https://t.co/b3hHkAucJ5",89
-0.3818,Fri Jul 13 18:01:36 +0000 2018,0.284,0.567,@FoxNews,0.149,"Innovative project harnesses Legos and smartphones in the fight against invisible, deadly weapons https://t.co/tf5Scl8raW",90
-0.4824,Fri Jul 13 18:00:00 +0000 2018,0.281,0.719,@FoxNews,0.0,CDC WARNING: Do not eat 'Honey Smacks' cereal. https://t.co/ulyGFHK1Zj,91
0.2263,Fri Jul 13 17:59:29 +0000 2018,0.094,0.773,@FoxNews,0.133,"RT @FoxBusiness: .@MarkWarner on the 12 Russian intelligence officers indicted in Mueller probe: ""There should be no one-on-one meeting bet…",92
-0.5423,Fri Jul 13 17:50:12 +0000 2018,0.209,0.791,@FoxNews,0.0,OPINION: Republicans walked right into Peter Strzok's trap -- Here's what they missed (and Americans need to know) https://t.co/C8Mw7uheCo,93
0.0,Fri Jul 13 17:41:55 +0000 2018,0.0,1.0,@FoxNews,0.0,Queen Elizabeth II shakes hands with @POTUS and @FLOTUS during their visit to Windsor Castle.… https://t.co/J4YgkCUWCp,94
-0.4592,Fri Jul 13 17:36:07 +0000 2018,0.222,0.778,@FoxNews,0.0,".@RepRussell: ""If we can't trust our own law enforcers, then we're in serious trouble."" #OutnumberedOT https://t.co/V1eyMQe9oW",95
0.0,Fri Jul 13 17:33:19 +0000 2018,0.0,1.0,@FoxNews,0.0,Former FBI lawyer Lisa Page arrives to face lawmakers over anti-Trump texts; Catherine Herridge reports. https://t.co/yMZvVAfnjh,96
0.0,Fri Jul 13 17:29:27 +0000 2018,0.0,1.0,@FoxNews,0.0,"RT @FoxBusiness: Rosenstein: ""We follow the rule of law, which means that we follow procedures and we reserve judgement."" https://t.co/atCs…",97
0.0,Fri Jul 13 17:23:56 +0000 2018,0.0,1.0,@FoxNews,0.0,".@BradSherman: ""We need to educate people not to believe everything that's on the Internet."" #OutnumberedOT https://t.co/kxDYBrDpix",98
0.0,Fri Jul 13 17:22:48 +0000 2018,0.0,1.0,@FoxNews,0.0,A Manhattanhenge sunset is seen from Pershing Square Bridge on Park Avenue over 42nd Street in New York City. (via… https://t.co/2V84j9nLFF,99
0.0,Fri Jul 13 17:14:29 +0000 2018,0.0,1.0,@FoxNews,0.0,".@RepLeeZeldin: ""Russia meddles... We should be concerned about cyber-security."" #OutnumberedOT https://t.co/zedMheeoGh",100
-0.5574,Sat Jul 14 05:32:02 +0000 2018,0.141,0.859,@nytimes,0.0,RT @NYTNational: The volunteers of The Águilas del Desierto - Eagles of the Desert - work to find bodies of immigrants who died while makin…,1
0.0,Sat Jul 14 05:06:06 +0000 2018,0.0,1.0,@nytimes,0.0,"Nancy Barbato Sinatra, an Idol’s First Wife and Lasting Confidante, Dies at 101 https://t.co/Q4xT0ZOktH",2
-0.296,Sat Jul 14 04:55:42 +0000 2018,0.099,0.901,@nytimes,0.0,"""I get discriminated against all the time. No one thinks I’m a CEO. I sit on a plane and tell somebody, 'Well, I ru… https://t.co/mjB9vBw1TZ",3
-0.5563,Sat Jul 14 04:39:05 +0000 2018,0.14,0.86,@nytimes,0.0,"“She so ugly I almost threw up. Ew.”
“I was just staring at your bbbooo.....i mean eyes.”
“Go back to the kitchen a… https://t.co/yRDgH7oKDf",4
0.0,Sat Jul 14 04:22:03 +0000 2018,0.0,1.0,@nytimes,0.0,"RT @NYTMetro: Designs include skulls, flaming hearts with swords piercing them, spiders, roses, jellyfish, an upside-down bat, and a unicor…",5
-0.3182,Sat Jul 14 04:11:38 +0000 2018,0.173,0.827,@nytimes,0.0,"Trump Walks in Front of Queen Elizabeth, Causing Social Media Frenzy https://t.co/22TQkfSosk",6
0.7579,Sat Jul 14 04:02:05 +0000 2018,0.056,0.662,@nytimes,0.282,No one will win the Nobel Prize in Literature this year. But you — along with the librarians of Sweden — can help c… https://t.co/rvMxGcauHt,7
0.0,Sat Jul 14 03:47:03 +0000 2018,0.0,1.0,@nytimes,0.0,"Wilbur Ross, the commerce secretary, said he would sell all of his remaining stock holdings after a government watc… https://t.co/Vnk0WRf50E",8
0.2023,Sat Jul 14 03:39:42 +0000 2018,0.0,0.859,@nytimes,0.141,"A Giant Iceberg Parked Offshore. It’s Stunning, but Villagers Hit the Road. https://t.co/OU7lo9ldy0",9
-0.5267,Sat Jul 14 03:32:04 +0000 2018,0.145,0.855,@nytimes,0.0,"In 21 trips Tom Price took as health secretary, 20 of them violated federal travel rules, an inspector general said https://t.co/22IkjNMj0U",10
-0.4019,Sat Jul 14 03:17:02 +0000 2018,0.162,0.838,@nytimes,0.0,RT @nytgraphics: How Russia hacked the D.N.C. and Hillary Clinton’s presidential campaign in 2016. https://t.co/6oO8BdTmDN,11
0.8555,Sat Jul 14 03:02:03 +0000 2018,0.0,0.455,@nytimes,0.545,"Modern Love: What boxing taught me about love
https://t.co/rat4wkU5a2",12
-0.8807,Sat Jul 14 02:47:06 +0000 2018,0.397,0.603,@nytimes,0.0,2 men pleaded guilty to manslaughter charges in the death of a fire chief in an explosion of a Bronx house that had… https://t.co/0cFXitFTVz,13
-0.0772,Sat Jul 14 02:32:05 +0000 2018,0.151,0.711,@nytimes,0.138,"Dan Coats, the director of national intelligence, said that the persistent danger of Russian cyberattacks today was… https://t.co/2LT5knHY2n",14
-0.6407,Sat Jul 14 02:17:03 +0000 2018,0.216,0.784,@nytimes,0.0,RT @nytopinion: The indictments against 12 Russian agents don't exonerate President Trump. On the contrary -- they should worry anyone work…,15
-0.1779,Sat Jul 14 02:02:03 +0000 2018,0.144,0.738,@nytimes,0.118,"In the tug of war between workers and investors over how to divvy up the nation's wealth, Americans living on a pay… https://t.co/T5PibgTyjs",16
0.2023,Sat Jul 14 01:48:04 +0000 2018,0.0,0.913,@nytimes,0.087,"A top Uber executive is under scrutiny for his comments on race and women, casting a shadow on the company’s effort… https://t.co/5vQLWgA19B",17
0.0,Sat Jul 14 01:37:29 +0000 2018,0.0,1.0,@nytimes,0.0,"RT @MikeIsaac: During his first six months on the job, Barney Harford, Uber’s chief operating officer, has exhibited a pattern of upsetting…",18
0.2831,Sat Jul 14 01:32:02 +0000 2018,0.083,0.757,@nytimes,0.16,"“I almost feel like I’m making up for lost time,” Kim Gordon says. “I feel like I owe it to myself. Because my whol… https://t.co/mqeNSBtRWL",19
0.0,Sat Jul 14 01:17:06 +0000 2018,0.0,1.0,@nytimes,0.0,RT @katierogers: New QUEEN feature from me (w/ @sewellchan as the unsung editor hero): Queen Elizabeth II has met a dozen presidents. Dance…,20
0.0,Sat Jul 14 01:02:06 +0000 2018,0.0,1.0,@nytimes,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/gE3aPm7FAX,21
-0.5574,Sat Jul 14 00:47:05 +0000 2018,0.146,0.854,@nytimes,0.0,"Linda Daniels relied on an oxygen machine, and died hours after her power was shut off for overdue bills. Her famil… https://t.co/e9ZDQJliUZ",22
0.1779,Sat Jul 14 00:32:04 +0000 2018,0.111,0.711,@nytimes,0.178,A village in Greenland is on alert amid fears that a huge iceberg could break apart and send a flood wave over the… https://t.co/ZkZKVgxChH,23
0.128,Sat Jul 14 00:17:02 +0000 2018,0.125,0.696,@nytimes,0.179,RT @maggieNYT: “The nation’s top intelligence officer said on Friday that the persistent danger of Russian cyberattacks today was akin to t…,24
0.4215,Sat Jul 14 00:02:05 +0000 2018,0.0,0.851,@nytimes,0.149,You might get one last opportunity to see Manhattanhenge tonight. Here's what you need to know. https://t.co/QHfEQwO8tl,25
0.0,Fri Jul 13 23:47:05 +0000 2018,0.0,1.0,@nytimes,0.0,"The ""plazafication of New York"" — closing a street to traffic and turning it into a pedestrian zone — was once a pr… https://t.co/9PVUvCnWk6",26
0.7506,Fri Jul 13 23:32:03 +0000 2018,0.0,0.726,@nytimes,0.274,"A jet black sarcophagus, perfectly sealed despite being 2,000 years old, is a rare find in Egypt, where treasure hu… https://t.co/N076i3VxO5",27
0.0,Fri Jul 13 23:17:05 +0000 2018,0.0,1.0,@nytimes,0.0,RT @ScottCacciola: Conducted an anthropological study at summer league by talking to a bunch of people wearing Kobe jerseys about LeBron. T…,28
0.6249,Fri Jul 13 23:02:05 +0000 2018,0.0,0.758,@nytimes,0.242,New York Gov. Andrew Cuomo appeared to embrace elements of a state Health Department report that favored legalizing… https://t.co/0mfrTHTs5t,29
0.0,Fri Jul 13 22:47:05 +0000 2018,0.0,1.0,@nytimes,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/MDrPmbPkvD,30
0.0,Fri Jul 13 22:32:04 +0000 2018,0.0,1.0,@nytimes,0.0,"Maggie Smith, Michelle Dockery, Hugh Bonneville and other cast members will return to Highclere castle for a ""Downt… https://t.co/VoF5OaHxdQ",31
0.5859,Fri Jul 13 22:17:03 +0000 2018,0.0,0.814,@nytimes,0.186,"RT @NYTScience: Manhattanhenge put on a nice show last night. You'll get another chance to watch it on Friday night, and the weather foreca…",32
0.0,Fri Jul 13 22:02:01 +0000 2018,0.0,1.0,@nytimes,0.0,"""I know I could run a company. And I could do it really well,"" says Tiler Peck of New York City Ballet. A new docum… https://t.co/dpzk7W07L4",33
0.4588,Fri Jul 13 21:47:02 +0000 2018,0.0,0.84,@nytimes,0.16,"RT @nytmike: The same day Trump encouraged Russia in the middle of the 2016 campaign to hack Clinton's emails, Russian hackers launched the…",34
-0.2263,Fri Jul 13 21:32:05 +0000 2018,0.128,0.872,@nytimes,0.0,Forget video assistant referees. A translation app was the World Cup's biggest technological advance. https://t.co/UL2kuAqbd5,35
-0.5106,Fri Jul 13 21:11:07 +0000 2018,0.125,0.875,@nytimes,0.0,RT @nytimesarts: Scarlett Johansson has dropped out of the movie “Rub &amp; Tug” after outcry for taking on the role of a transgender man https…,36
0.0,Fri Jul 13 20:55:05 +0000 2018,0.0,1.0,@nytimes,0.0,“Hannah Gadsby: Nanette” has become a word-of-mouth phenomenon. Here's what to read about it. https://t.co/QDm7UvBft2,37
-0.2732,Fri Jul 13 20:44:02 +0000 2018,0.13,0.87,@nytimes,0.0,RT @NYTMetro: New York's low rate of organ donor registration is causing a transplant nightmare. https://t.co/EjsyBow8wJ,38
0.7506,Fri Jul 13 20:33:07 +0000 2018,0.0,0.738,@nytimes,0.262,"It took plastic cocoons and anti-anxiety pills, bravery and providence, to save the soccer team. “So many things co… https://t.co/tPEqGwIXgV",39
0.1779,Fri Jul 13 20:20:06 +0000 2018,0.0,0.922,@nytimes,0.078,"The marijuana industry is growing and the stock prices of companies that grow, process and sell it have been rising https://t.co/ofyY7GTMpR",40
-0.7152,Fri Jul 13 20:10:05 +0000 2018,0.291,0.709,@nytimes,0.0,"RT @nytgraphics: The Mueller investigation so far:
- More than 100 charges
- 32 people and 3 companies charged 
- 5 guilty pleas
- 25 Russi…",41
0.7178,Fri Jul 13 19:52:04 +0000 2018,0.083,0.652,@nytimes,0.264,The idea that a minor loss can be more motivating than a major win have big implications for how the working class… https://t.co/FTB3y3rvju,42
0.431,Fri Jul 13 19:42:06 +0000 2018,0.0,0.831,@nytimes,0.169,It isn't all bad out there. 7 good-news stories that we wrote about this week: https://t.co/ei62GQnv0W,43
0.2023,Fri Jul 13 19:32:04 +0000 2018,0.133,0.703,@nytimes,0.164,"Modern Love: After being assaulted in a park, a young woman sought refuge in marriage. When that didn’t work, she s… https://t.co/8bEDadT4sN",44
0.0,Fri Jul 13 19:22:04 +0000 2018,0.0,1.0,@nytimes,0.0,European allies have begun to believe that underneath President Trump's bluster there is a strategy: to undercut Eu… https://t.co/bWlhXjXASV,45
0.0,Fri Jul 13 19:12:01 +0000 2018,0.0,1.0,@nytimes,0.0,Fact Check: 10 falsehoods from President Trump's news conference with Theresa May https://t.co/rv9qFtSBq0,46
-0.6124,Fri Jul 13 19:10:14 +0000 2018,0.167,0.833,@nytimes,0.0,RT @NYTSports: Spot the Ball just crushed our Sports Editor's soul. He sits next to the guy who makes it yet scored 12.3%. No one is safe.…,47
0.0,Fri Jul 13 19:02:04 +0000 2018,0.0,1.0,@nytimes,0.0,👀 https://t.co/myKh7yleWb,48
-0.5423,Fri Jul 13 18:52:04 +0000 2018,0.156,0.844,@nytimes,0.0,McDonald’s salads have been linked to an intestinal parasite outbreak in the Midwest that has sickened over 100 peo… https://t.co/MDiBnhLnuD,49
0.0,Fri Jul 13 18:42:05 +0000 2018,0.0,1.0,@nytimes,0.0,"LeBron James, the longtime nemesis of Kobe Bryant stans, is now the face of the franchise. And they are not impress… https://t.co/mhtpPetan2",50
-0.4767,Fri Jul 13 18:22:06 +0000 2018,0.154,0.846,@nytimes,0.0,The British police have found a possible break in the 4-month-old investigation into an attack on a former Russian… https://t.co/0ZbvYxwzxr,51
0.5267,Fri Jul 13 18:12:02 +0000 2018,0.0,0.812,@nytimes,0.188,"A special election in Ohio will test the power of the rural vote against the kind of affluent, rapidly growing subu… https://t.co/7AMqkbVqSO",52
-0.2263,Fri Jul 13 18:02:02 +0000 2018,0.16,0.84,@nytimes,0.0,"Fact Check: President Trump's criticisms of London's mayor, Sadiq Khan https://t.co/jT1lc9cgMl",53
-0.34,Fri Jul 13 17:52:05 +0000 2018,0.233,0.636,@nytimes,0.131,"12 Russian intelligence officials have been indicted on charges of conspiracy, money laundering and attempts to bre… https://t.co/h6ewsU29QY",54
-0.34,Fri Jul 13 17:42:04 +0000 2018,0.103,0.897,@nytimes,0.0,RT @nytopinion: What Boris Johnson calls the “method” in Trump’s “madness” is a refusal to listen to inconvenient evidence of the sort prov…,55
-0.4588,Fri Jul 13 17:32:05 +0000 2018,0.125,0.875,@nytimes,0.0,"RT @katierosman: Meet the plaintiffs. Men's rights activist in California are filing law suits, lots of them, arguing that their civil righ…",56
0.0,Fri Jul 13 17:22:17 +0000 2018,0.0,1.0,@nytimes,0.0,"RT @anniecorreal: Yeni González, whose journey to New York we documented in The  Daily, is about to retrieve her three children nearly two…",57
0.0,Fri Jul 13 17:22:05 +0000 2018,0.0,1.0,@nytimes,0.0,"A ""Downton Abbey"" movie is coming https://t.co/LKOC5QkZ4b",58
0.4939,Fri Jul 13 17:12:02 +0000 2018,0.141,0.563,@nytimes,0.296,"Found: A 2,000-year-old sarcophagus that was perfectly sealed.
Inside: Unclear. https://t.co/7RiNbIVHxf",59
-0.0772,Fri Jul 13 17:02:05 +0000 2018,0.071,0.929,@nytimes,0.0,"Option A: Take a dip at the Astoria Pool.  
Option B: Feast on noodles and dumplings in Chinatown. https://t.co/c4RwOOOkoB",60
0.0,Fri Jul 13 16:52:05 +0000 2018,0.0,1.0,@nytimes,0.0,RT @nytpolitics: The White House has ordered that more lawmakers be given access to classified information about an informant the F.B.I. us…,61
0.0,Fri Jul 13 16:42:04 +0000 2018,0.0,1.0,@nytimes,0.0,Did you stay up to date this week? Take our news quiz to find out. https://t.co/zW725ZehqS,62
-0.2263,Fri Jul 13 16:32:05 +0000 2018,0.112,0.888,@nytimes,0.0,RT @NYTSports: Forget video assistant referees. A translation app was the World Cup's biggest technological advance. https://t.co/HZNC5Ls0lk,63
-0.3182,Fri Jul 13 16:22:40 +0000 2018,0.141,0.859,@nytimes,0.0,"Confused by the Russia investigation? Here are the key themes, dates and people involved. https://t.co/slPMlSqlxL",64
0.4767,Fri Jul 13 16:15:28 +0000 2018,0.0,0.846,@nytimes,0.154,"RT @peterbakernyt: Mueller indictments of Russians tie the hacking directly to the GRU, the Russian military intelligence agency.",65
-0.2732,Fri Jul 13 16:13:36 +0000 2018,0.104,0.896,@nytimes,0.0,Rod Rosenstein is discussing the charges during a news conference as President Trump meets with the queen of Englan… https://t.co/tdXSXGBWUM,66
0.3182,Fri Jul 13 16:12:28 +0000 2018,0.086,0.766,@nytimes,0.148,"Breaking News: Twelve Russian intelligence officers were charged in the hacking of Democrats’ emails, days before P… https://t.co/5REI9AAjzn",67
0.0,Fri Jul 13 16:12:04 +0000 2018,0.0,1.0,@nytimes,0.0,"The TSA agents who search your bags and body at the airport can’t be sued for misconduct, an appeals court said, be… https://t.co/vviAED4mB0",68
-0.7906,Fri Jul 13 16:00:48 +0000 2018,0.286,0.714,@nytimes,0.0,"He first tried to deny he had criticized the prime minister and blamed the media.
He then tried to compensate by la… https://t.co/55Dxi9NUjl",69
-0.296,Fri Jul 13 15:52:04 +0000 2018,0.099,0.901,@nytimes,0.0,"""I get discriminated against all the time. No one thinks I’m a CEO. I sit on a plane and tell somebody, 'Well, I ru… https://t.co/kq2StHQVIo",70
0.0,Fri Jul 13 15:42:03 +0000 2018,0.0,1.0,@nytimes,0.0,"Microsoft called for stiffer regulation of facial recognition technology, in a rare case of a tech company urging m… https://t.co/8RL6rGSRra",71
0.0,Fri Jul 13 15:32:02 +0000 2018,0.0,1.0,@nytimes,0.0,"In a interview, President Trump castigated Theresa May for her approach to Brexit and said it might jeopardize a tr… https://t.co/kE9CWXJnTS",72
-0.4939,Fri Jul 13 15:17:13 +0000 2018,0.144,0.856,@nytimes,0.0,"Tom Price, the former secretary of health and human services, wasted at least $341,000 by billing taxpayers for his… https://t.co/o5edDB43CH",73
0.4939,Fri Jul 13 15:12:00 +0000 2018,0.116,0.64,@nytimes,0.244,Pomp and protest: The best photos from President Trump's visit to Europe https://t.co/hFFBIVMz75,74
0.3818,Fri Jul 13 15:02:06 +0000 2018,0.0,0.86,@nytimes,0.14,"""If I learned one thing from marriage, it’s that finding a man to protect me isn’t the answer"" https://t.co/lnRuKjcu8w",75
-0.5994,Fri Jul 13 14:52:07 +0000 2018,0.163,0.837,@nytimes,0.0,"RT @michikokakutani: My mother’s family was among the 120,000 Japanese Americans sent to internment camps during World War II. 
With Trump'…",76
0.7778,Fri Jul 13 14:42:07 +0000 2018,0.0,0.688,@nytimes,0.312,"How ""The Kissing Booth,"" a teen rom-com on Netflix, became one of the summer’s most popular movies https://t.co/ok0EHOSYv6",77
0.0,Fri Jul 13 14:32:08 +0000 2018,0.0,1.0,@nytimes,0.0,What has been different about the wildfires in California this year? It's not just the scale and the timing.  https://t.co/fpDzFlAFBF,78
0.4215,Fri Jul 13 14:22:05 +0000 2018,0.0,0.833,@nytimes,0.167,"Can a social network still offer a platform for politics? Nextdoor, the neighborhood site, hopes so. https://t.co/SVLsUe53lJ",79
0.0,Fri Jul 13 14:18:38 +0000 2018,0.0,1.0,@nytimes,0.0,RT @nytimesworld: Follow our reporters @CeylanWrites @_StephenCastle @kimidefreytas and @Magraki who are covering President Trump's visit t…,80
0.6486,Fri Jul 13 14:12:04 +0000 2018,0.0,0.739,@nytimes,0.261,Brits tweeted about their hopes that Prime Minister Theresa May would channel her inner Hugh Grant https://t.co/GSQ4cIXruF,81
-0.4939,Fri Jul 13 14:02:05 +0000 2018,0.138,0.862,@nytimes,0.0,RT @xanalter: Many dejected Democrats have fantasized about Obama and Biden coming out of political retirement and teaming up. Andrew Shaff…,82
-0.4019,Fri Jul 13 13:52:04 +0000 2018,0.153,0.847,@nytimes,0.0,"He filled 9,000 bottles with filthy water to draw attention to a Chinese village’s pollution problem https://t.co/qTuT2SBjYj",83
0.0,Fri Jul 13 13:42:04 +0000 2018,0.0,1.0,@nytimes,0.0,"Republicans had a plan for Missouri's attorney general, Josh Hawley. He's working on it. https://t.co/48BKWiUOmy",84
-0.5563,Fri Jul 13 13:32:02 +0000 2018,0.14,0.86,@nytimes,0.0,"“She so ugly I almost threw up. Ew.”
“I was just staring at your bbbooo.....i mean eyes.”
“Go back to the kitchen a… https://t.co/nIwuNOxDJl",85
-0.2732,Fri Jul 13 13:22:04 +0000 2018,0.13,0.87,@nytimes,0.0,Gov. Cuomo is ferociously aiming to persuade the electorate that his feminism is sacrosanct https://t.co/6hkzTjhx2q,86
0.5972,Fri Jul 13 13:17:12 +0000 2018,0.0,0.777,@nytimes,0.223,"""I didn't criticize the prime minister"": President Trump, in the U.K., affirmed his support for Theresa May, after… https://t.co/0BKAFw0H46",87
-0.5707,Fri Jul 13 13:12:05 +0000 2018,0.178,0.822,@nytimes,0.0,Stephen Colbert: “This is the first time I’ve seen Congress as frustrated with Congress as we are!” https://t.co/LxckMRrNUH,88
0.0,Fri Jul 13 13:02:06 +0000 2018,0.0,1.0,@nytimes,0.0,"4,500 tech workers, 1 mission: dragging Democratic campaigns into the digital age https://t.co/A3IpuZHMFf",89
-0.34,Fri Jul 13 12:52:04 +0000 2018,0.118,0.882,@nytimes,0.0,"RT @viaSimonRomero: I went to the U.S.-Mexico border for this story on the immigrant volunteers — maids, gardeners, combat vets, constructi…",90
0.0,Fri Jul 13 12:42:02 +0000 2018,0.0,1.0,@nytimes,0.0,Morning Briefing: It's Friday. Here's what you need to know to start your day. https://t.co/81tEx69feF,91
0.0,Fri Jul 13 12:37:26 +0000 2018,0.0,1.0,@nytimes,0.0,RT @NYTmag: The New York Times Magazine is looking for full-time teachers who have second jobs year round to supplement their salaries. We…,92
-0.5106,Fri Jul 13 12:32:02 +0000 2018,0.223,0.711,@nytimes,0.066,The tension and uncertainty surrounding President Trump’s trip to Britain reached new heights last night. Here's th… https://t.co/ogj1FfeICI,93
0.0,Fri Jul 13 12:28:07 +0000 2018,0.0,1.0,@nytimes,0.0,"The giant balloon depicting President Trump as a pouting orange baby took flight in London as part of Britain's ""St… https://t.co/8Ggd6OG71f",94
0.4215,Fri Jul 13 12:22:04 +0000 2018,0.0,0.798,@nytimes,0.202,"Jason Kessler, who organized last year’s white supremacist rally in Charlottesville, said he would actively discour… https://t.co/MrlttY5Ror",95
0.0,Fri Jul 13 12:12:07 +0000 2018,0.0,1.0,@nytimes,0.0,He became a punching bag for Republican lawmakers. So why did he offer to testify before them? https://t.co/RbdpKNgIEV,96
0.5106,Fri Jul 13 12:02:08 +0000 2018,0.0,0.837,@nytimes,0.163,"“I still can’t believe it worked.” Inside the Thai soccer team's rescue: floating stretchers, anti-anxiety pills an… https://t.co/ThBk0xA67i",97
-0.357,Fri Jul 13 11:47:03 +0000 2018,0.142,0.858,@nytimes,0.0,New York has rarely looked as grand and otherworldly as it does in these photographs https://t.co/g9YRQLgISJ,98
-0.2263,Fri Jul 13 11:32:06 +0000 2018,0.101,0.899,@nytimes,0.0,Many celebrities and politicians found their Twitter followings knocked down a few digits as the company slashed te… https://t.co/FXHKIH47rb,99
-0.6486,Fri Jul 13 11:31:54 +0000 2018,0.218,0.782,@nytimes,0.0,"RT @nytimesworld: President Trump breathed new life into his long-running feud with the mayor of London, Sadiq Khan, making harsh comments…",100
